,0
0,0.08967522570133281
1,0.03190188139832923
2,-0.014894034882139163
3,-0.0391312244247132
4,-0.01337856500152994
5,-0.031408197748699414
6,-0.04593248527627728
7,-0.026611443355452836
8,-0.0010533098916169269
9,-0.05541064502053076
10,-0.00039038865874178093
11,-0.02118903658455817
12,-0.015210977124640056
13,-0.034348262446724995
14,-0.04894742861369101
15,-0.022293849237461732
16,0.046857680436152266
17,0.07013218681917033
18,0.005372022328602355
19,0.05299645579485202
20,0.08229353047529658
21,-0.031646991416219426
22,0.015312578872306477
23,0.04998180477010049
24,0.0173372968677723
25,-0.027517269298798695
26,0.09130966497845272
27,0.03812605509999614
28,-0.035923389333614886
29,-0.08182781771604379
30,0.01940689420031439
31,0.018862283683280755
32,0.03522507597442802
33,-0.000943982914256661
34,0.001832278934380054
35,0.04830946906660542
36,0.007944060016101356
37,-0.013991874121646262
38,-0.011816981616809896
39,-0.05909034214205155
40,-0.00554547998903542
41,0.008584493413468921
42,0.04940240026989447
43,0.024764514609265292
44,0.058796628269226534
45,0.037523815115526285
46,-0.06140316867374826
47,0.05801883173080504
48,-0.042374347335778335
49,-0.06448783476382926
50,-0.012586295510650767
51,-0.045530904734614436
52,-0.03612071741831968
53,-0.008018189715208396
54,-0.008912771182874965
55,-0.031542575495462785
56,0.08682973120315243
57,-0.02275165336032012
58,0.08528489065512279
59,-0.05497615833310232
60,-0.01992829373408349
61,0.05932567154266253
62,-0.06336328472652979
63,0.023643908549652985
64,0.0022213458198303516
65,0.026938712171215292
66,-0.02486158849008925
67,0.012980521721944095
68,-0.04144401090694713
69,-0.026116931404679005
70,-0.03736545195313296
71,-0.014665607493225256
72,0.09951706505746852
73,0.04251506670828825
74,-0.05012797314748651
75,0.14313476084975427
76,-0.05117081021460155
77,0.016861118926346116
78,0.017010489071821254
79,-0.09327743219596042
80,0.0035806646477790868
81,-0.021202947784720105
82,0.07883294283941075
83,0.02752371441426385
84,-0.022308451828246784
85,0.06012824966969105
86,0.025105373561367245
87,-0.011356522344963453
88,0.04104000812798376
89,-0.00406036821048873
90,-0.04869868682303842
91,0.02852594649837566
92,-0.011746363491135472
93,0.055558085277238156
94,0.0003038061827578106
95,0.006111744846457116
96,0.07453033853386734
97,-0.008621063522807778
98,0.027471157899734127
99,-0.018716324907112267
100,0.00579707651763284
101,0.020559584760440442
102,-0.03250936803771359
103,0.0011723827269358783
104,0.04656897759781091
105,-0.03519734018928961
106,-0.02620653859468219
107,0.012656806077222959
108,0.03381083593267344
109,-0.07782863982546968
110,-0.06888348842280308
111,0.033893376550842624
112,0.03360341315304207
113,0.00043847985830426975
114,0.045599079523587376
115,-0.034386057253733705
116,-0.006358831726904159
117,0.007137437997478383
118,-0.033460865942490564
119,-0.001258352403289458
120,0.054900109360303505
121,-0.06957687639424442
122,-0.016175869564582616
123,0.010626699880524336
124,0.04308470673256496
125,-0.059492659217422014
126,0.046865867192649485
127,0.03542260343931785
128,-0.008876607767594977
129,0.04979713522141119
130,0.012143277713465806
131,-0.038396552317169194
132,0.015380504945483892
133,0.001903343386601183
134,0.008477690512285006
135,0.022398711201541622
136,0.001642576300296088
137,0.0029033339841307427
138,-0.0586218942052759
139,0.0168318479778403
140,-0.025823140557755597
141,0.004350803331103206
142,-0.015703471859249942
143,-0.023783162945069374
144,-0.06518182371422007
145,-0.07786326142124074
146,0.03677786168665544
147,-0.11703666374526317
148,0.006878303405524353
149,-0.012581366564167681
150,-0.03957736452807284
151,0.06413771997626243
152,-0.05707368912170277
153,0.03661035536728347
154,-0.014060253914876556
155,-0.0006149357247150387
156,0.001122305610534162
157,-0.025990574664290524
158,0.07772341341068693
159,-0.022183830690070676
160,-0.027452516826970495
161,-0.01388168323783351
162,-0.03921945770582802
163,0.004941484878302595
164,0.01679973130118408
165,-0.03614432905112724
166,0.04619245486740618
167,0.023377538743923322
168,-0.01117390730111039
169,-0.034491107140385904
170,0.033566443379419636
171,-0.08037856081214927
172,-0.05338182610707497
173,-0.01992568179133884
174,-0.010930245134682994
175,0.03956559127680956
176,-0.051163565816659956
177,-0.07355323265408605
178,0.036488825855230306
179,0.024377967104076338
180,-0.0041794161868373815
181,-0.05538729603771392
182,0.032359221491208276
183,-0.01845645402972115
184,-0.06729624015823708
185,-0.030351802970374393
186,0.00040697387134794154
187,0.023446760411633454
188,-0.09147225373860196
189,-0.0060581307512331765
190,-0.07725188213047958
191,-0.03810608516281189
192,-0.010424880891389208
193,-0.040650912623285004
194,-0.041145450646963365
195,0.040599503758974996
196,0.05175521578752252
197,-0.012391232815744325
198,0.030704622869678632
199,0.015334822207936232
200,-0.0014675779233066883
201,0.032447071135608976
202,0.006591523627689109
203,-0.08137798786145359
204,-0.02166754260087087
205,0.08193231942989691
206,-0.049610540991634915
207,-0.05683222834667073
208,-0.0020736871939511935
209,0.06619113693413053
210,-0.0016393951913754282
211,0.0035415303430786707
212,0.05980096602732286
213,-0.053078960097738326
214,-0.05881954001255208
215,-0.015751445371195733
216,-0.09123305646110098
217,-0.0077166227959865295
218,-0.028227438163256856
219,0.016960178616722176
220,-0.03770611492564092
221,0.030401219164553676
222,0.03425276268911783
223,-0.051143363389619896
224,0.027973522961611607
225,0.023045036119375466
226,0.007402450067240857
227,0.033961801549252664
228,-0.07498238931957167
229,-0.032975704391230876
230,0.016359737139919832
231,0.016304875335907944
232,-0.020200140639865763
233,0.011560456152533958
234,-0.030286457421635382
235,-0.00383832064786265
236,0.1048310805078784
237,0.06669618596080504
238,-0.04244744518489295
239,0.046570505444993096
240,0.007859322282395702
241,-0.03202119574439946
242,-0.12167065023375709
243,-0.019634338000025658
244,-0.027814185270993903
245,-0.032932521417254605
246,0.07498151894293596
247,-0.01739427893505805
248,0.043586739955380184
249,0.0015638699681131392
250,0.027589345712385926
251,-0.0028990114774185764
252,-0.002118699283748338
253,-0.026098704735629943
254,-0.1163989178645512
255,-0.04463509975135149
256,-0.06525293431252473
257,0.053480992902011186
258,-0.010285767199547649
259,-0.06379794858808326
260,-0.025854111145187725
261,0.005486878645516067
262,-0.060614687107728965
263,0.06553579115559087
264,0.011335710036812737
265,-0.028657764322356186
266,0.049260848309069835
267,-0.06718839683743852
268,-0.013776151712455604
